GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N
IRL00167,2019-05-21,8.2,0.01441975379,2.09848646952,0.039,10.4,0.02001480624
IRL00167,2019-06-18,8.6,0.011415638417,1.09920719832,0.045,13.0,0.02001480624
IRL00167,2019-07-16,8.2,0.015821674298,0.769445038824,0.036,9.5,0.02001480624
IRL00167,2019-08-20,8.3,0.006538957795,1.29906305256,0.054,9.9,0.023017027176
IRL00167,2019-09-17,8.3,0.004195747804,1.29906305256,0.063,8.0,0.02001480624
IRL00167,2019-10-15,7.8,0.021329219148,1.4989189068,0.46,9.3,0.12008883744
IRL00167,2019-11-19,8.2,0.007490260997,2.39827025088,0.054,12.2,0.02001480624
IRL00167,2019-12-02,8.1,0.008932236376,2.39827025088,0.089,12.5,0.02001480624
IRL00167,2020-01-21,8.2,0.010113855089,2.69805403224,0.05,12.4,0.02001480624
IRL00167,2020-02-18,8.0,0.011215364059,1.69877476104,0.1,11.6,0.036026651232
IRL00167,2020-04-06,8.4,0.018224966596,2.09848646952,0.047,9.2,0.02001480624
IRL00167,2020-05-19,8.2,0.013117970462,1.59884683392,0.03,9.6,0.02001480624
IRL00167,2020-06-17,8.2,0.024133060163,0.9992792712,0.093,9.5,0.0250185078
IRL00167,2020-07-21,8.1,0.005467489979,1.09920719832,0.037,9.2,0.02001480624
IRL00167,2020-08-18,7.7,0.025935529387,0.9992792712,0.47,7.9,0.14010364368
IRL00167,2020-09-29,8.4,0.004205761522,1.59884683392,0.056,10.8,0.02001480624
IRL00167,2020-10-27,8.2,0.006909465358,1.19913512544,0.12,10.7,0.027019988424
IRL00167,2020-11-17,8.1,0.011015089701,1.4989189068,0.12,10.6,0.03002220936
IRL00167,2020-12-01,8.2,0.009903567013,2.69805403224,0.099,11.4,0.021015546552
IRL00167,2021-01-18,8.2,0.010814815343,1.89863061528,0.067,12.4,0.024017767488
IRL00167,2021-02-16,8.2,0.01331824482,1.39899097968,0.11,11.4,0.033024430296
IRL00167,2021-03-29,8.3,0.009422908553,1.4989189068,0.1,11.0,0.02001480624
IRL00167,2021-04-20,8.2,0.008141152661,1.69877476104,0.017,10.9,0.02001480624
IRL00167,2021-05-17,8.3,0.013518519178,1.09920719832,0.053,10.0,0.02001480624
IRL00167,2021-06-15,8.3,0.005998217028,0.44967567204,0.035,10.4,0.02001480624
IRL00167,2021-07-19,8.2,0.011415638417,0.479654050176,0.11,7.5,0.0250185078
IRL00167,2021-08-17,8.4,0.004005487164,0.869372965944,0.062,9.0,0.02001480624
IRL00167,2021-09-21,8.2,0.005207133313,1.19913512544,0.13,9.9,0.02001480624
IRL00167,2021-10-26,8.2,0.004005487164,1.39899097968,0.13,10.8,0.02001480624
IRL00167,2021-11-16,8.2,0.009062414709,1.39899097968,0.1,10.8,0.0250185078
IRL00167,2021-12-08,7.6,0.014620028149,2.39827025088,0.37,10.8,0.098072550576
IRL00168,2013-01-16,7.6,0.005,0.43,0.04,10.4,0.03
IRL00168,2013-02-12,7.94,0.005,0.49,0.05,10.54,0.02
IRL00168,2013-03-06,7.61,0.005,0.56,0.05,8.9,0.05
IRL00168,2013-04-09,8.31,0.005,0.44,0.07,12.4,0.02
IRL00168,2013-05-15,8.03,0.005,0.57,0.05,11.0,0.024
IRL00168,2013-06-05,8.69,0.008,0.34,0.05,10.5,0.02
IRL00168,2013-07-17,7.73,0.005,0.69,0.09,8.2,0.084
IRL00168,2013-08-14,8.18,0.011,0.24,0.05,9.7,0.022
IRL00168,2013-09-25,8.04,0.01,0.42,0.05,8.9,0.032
IRL00168,2013-10-15,7.79,0.005,1.139,0.05,9.9,0.02
IRL00168,2013-11-13,7.8,0.005,1.579,0.06,10.7,0.032
IRL00168,2014-01-22,7.82,0.005,0.62,0.05,11.08,0.02
IRL00168,2014-03-11,7.93,0.012,0.789,0.05,11.5,0.02
IRL00168,2014-04-16,7.88,0.005,0.5,0.05,10.1,0.03
IRL00168,2014-05-20,8.32,0.005,0.34,0.05,9.2,0.024
IRL00168,2014-06-25,7.8,0.004,0.56,0.034,10.3,0.025
IRL00168,2014-07-22,8.53,0.015,0.1,0.05,10.0,0.038
IRL00168,2014-08-27,7.76,0.005,0.766,0.05,8.1,0.02
IRL00168,2014-09-17,7.85,0.012,0.799,0.05,8.8,0.043
IRL00168,2014-10-07,7.89,0.005,0.999,0.09,9.5,0.029
IRL00168,2014-11-11,7.86,0.01,0.71,0.07,9.9,0.02
IRL00168,2015-01-20,7.93,0.005,0.73,0.07,11.3,0.01
IRL00168,2015-02-11,7.79,0.005,0.66,0.05,11.7,0.02
IRL00168,2015-03-11,7.8,0.004,0.5,0.036,11.4,0.02
IRL00168,2015-04-15,7.96,0.005,0.6,0.05,11.4,0.02
IRL00168,2015-05-12,8.05,0.005,0.47,0.05,10.4,0.02
IRL00168,2015-06-10,7.93,0.005,0.49,0.08,10.1,0.02
IRL00168,2015-07-08,8.34,0.008,0.24,0.05,9.8,0.04
IRL00168,2015-11-18,7.98,0.002,0.48,0.06,9.4,0.02
IRL00168,2016-01-21,7.8,0.004,0.43,0.026,10.1,0.02
IRL00168,2016-02-09,7.8,0.004,0.37,0.041,10.8,0.02
IRL00168,2016-03-10,8.0,0.004,0.39,0.033,10.7,0.02
IRL00168,2016-04-07,7.8,0.004,0.49,0.03,10.4,0.02
IRL00168,2016-05-05,8.2,0.004,0.38,0.03,10.3,0.02
IRL00168,2016-06-22,7.8,0.004,1.1,0.034,9.2,0.02
IRL00168,2016-07-20,7.8,0.004,0.63,0.043,9.3,0.02
IRL00168,2016-08-25,7.7,0.004,0.57,0.055,9.2,0.02
IRL00168,2016-09-14,8.0,0.008,0.45,0.042,9.4,0.022
IRL00168,2016-10-27,7.7,0.004,0.52,0.034,8.8,0.02
IRL00168,2016-11-29,7.8,0.004,0.99,0.05,11.5,0.021
IRL00168,2016-12-08,7.8,0.004,1.4,0.063,11.3,0.75
IRL00168,2017-01-19,7.7,0.004,0.939,0.039,11.2,0.02
IRL00168,2017-02-09,7.7,0.004,1.099,0.041,11.2,0.02
IRL00168,2017-03-09,7.8,0.004,0.65,0.042,11.2,0.02
IRL00168,2017-04-06,7.8,0.004,0.53,0.032,11.2,0.02
IRL00168,2017-05-04,7.8,0.004,0.46,0.028,10.4,0.02
IRL00168,2017-06-08,7.8,0.004,0.879,0.054,10.3,0.02
IRL00168,2017-07-06,7.8,0.004,0.69,0.042,10.1,0.02
IRL00168,2017-08-23,7.9,0.004,0.2,0.061,10.0,0.025
IRL00168,2017-09-27,7.7,0.004,0.47,0.042,9.7,0.02
IRL00168,2017-10-19,7.6,0.004,0.46,0.051,10.8,0.02
IRL00168,2017-11-08,7.9,0.004,0.56,0.05,11.7,0.02
IRL00168,2017-11-27,7.7,0.004,0.53,0.05,11.2,0.02
IRL00168,2018-01-17,7.7,0.004005487164,0.58960140662,0.038,11.1,0.02001480624
IRL00168,2018-02-08,7.8,0.004005487164,0.36975003466,0.046,10.2,0.02001480624
IRL00168,2018-03-21,7.9,0.004005487164,0.5995946508,0.031,11.3,0.02001480624
IRL00168,2018-04-12,7.7,0.004005487164,0.46968247646,0.033,9.9,0.02001480624
IRL00168,2018-05-30,7.8,0.004005487164,0.73950006932,0.024,9.6,0.02001480624
IRL00168,2018-06-28,7.7,0.004796570879,0.73950006932,0.026,9.0,0.024017767488
IRL00168,2018-07-11,7.9,0.004846639468,0.45968923228,0.03,10.3,0.024017767488
IRL00168,2018-08-15,8.1,0.004005487164,1.2991217434,0.026,10.1,0.02001480624
IRL00168,2018-09-12,7.7,0.004005487164,1.1991893016,0.057,10.2,0.02001480624
IRL00168,2018-10-25,7.7,0.004005487164,1.1991893016,0.043,9.9,0.02001480624
IRL00168,2018-11-06,7.8,0.004005487164,1.5989190688,0.059,10.2,0.02001480624
IRL00168,2018-12-05,7.6,0.004005487164,1.498986627,0.045,10.4,0.02001480624
IRL00168,2019-01-23,7.7,0.004005487164,1.4989189068,0.042,10.6,0.02001480624
IRL00168,2019-02-06,7.7,0.004005487164,1.39899097968,0.037,11.1,0.02001480624
IRL00168,2019-03-06,7.7,0.004005487164,0.879365758656,0.047,11.0,0.02001480624
IRL00168,2019-04-17,7.9,0.004005487164,0.64953152628,0.028,10.8,0.02001480624
IRL00168,2019-05-01,8.0,0.004005487164,0.889358551368,0.03,11.3,0.02001480624
IRL00168,2019-06-13,7.9,0.004005487164,0.779437831536,0.029,9.9,0.02001480624
IRL00168,2019-07-17,7.9,0.004746502289,0.64953152628,0.022,9.8,0.02001480624
IRL00168,2019-08-15,7.8,0.004005487164,0.809416209672,0.06,9.9,0.023017027176
IRL00168,2019-09-11,7.7,0.004005487164,0.459668464752,0.042,9.4,0.02001480624
IRL00168,2019-10-09,7.7,0.004005487164,0.489646842888,0.044,9.9,0.02001480624
IRL00168,2019-11-07,7.7,0.004005487164,0.689502697128,0.041,10.1,0.02001480624
IRL00168,2019-12-04,7.8,0.004005487164,0.819409002384,0.031,10.3,0.02001480624
IRL00168,2020-01-22,7.8,0.004005487164,0.79942341696,0.037,11.0,0.02001480624
IRL00168,2020-02-13,7.5,0.004005487164,0.609560355432,0.05,11.3,0.02001480624
IRL00168,2020-03-25,8.3,0.004005487164,0.359740537632,0.031,12.0,0.02001480624
IRL00168,2020-04-07,7.8,0.004005487164,0.439682879328,0.025,7.4,0.02001480624
IRL00168,2020-05-12,7.8,0.004005487164,0.829401795096,0.055,10.6,0.02001480624
IRL00168,2020-06-10,8.0,0.008291358429,0.359740537632,0.035,12.2,0.028020728736
IRL00168,2020-07-14,7.8,0.004005487164,0.659524318992,0.029,10.1,0.02001480624
IRL00168,2020-08-19,7.7,0.004005487164,0.529618013736,0.094,8.5,0.02001480624
IRL00168,2020-09-23,7.8,0.004005487164,0.539610806448,0.035,9.4,0.02001480624
IRL00168,2020-10-22,7.6,0.004005487164,0.859380173232,0.055,10.7,0.02001480624
IRL00168,2020-11-11,7.8,0.004005487164,0.609560355432,0.048,9.5,0.02001480624
IRL00168,2020-12-09,7.7,0.004005487164,0.739466660688,0.026,9.9,0.02001480624
IRL00168,2021-01-20,7.4,0.004005487164,0.59956756272,0.046,10.5,0.02001480624
IRL00168,2021-02-11,7.9,0.004005487164,0.529618013736,0.044,11.2,0.02001480624
IRL00168,2021-03-10,7.8,0.004005487164,0.39971170848,0.034,10.4,0.02001480624
IRL00168,2021-04-22,8.0,0.004005487164,0.529618013736,0.036,10.3,0.02001480624
IRL00168,2021-05-12,7.9,0.004005487164,0.59956756272,0.025,10.2,0.02001480624
IRL00168,2021-06-09,7.6,0.004005487164,0.789430624248,0.041,8.8,0.02001480624
IRL00168,2021-07-29,7.7,0.004005487164,0.739466660688,0.054,7.6,0.022016286864
IRL00168,2021-08-19,8.0,0.004005487164,0.79942341696,0.033,9.4,0.02001480624
IRL00168,2021-09-23,7.6,0.004005487164,0.829401795096,0.031,7.6,0.02001480624
IRL00168,2021-10-18,7.6,0.004005487164,0.669517111704,0.061,9.1,0.02001480624
IRL00168,2021-11-18,7.6,0.004005487164,0.839394587808,0.041,10.2,0.02001480624
IRL00168,2021-12-09,7.5,0.004005487164,1.29906305256,0.058,10.4,0.02001480624
IRL00169,2013-01-15,7.99,0.005,0.29,0.37,10.7,0.023
IRL00169,2013-02-12,8.11,0.032,0.3,0.05,10.82,0.02
IRL00169,2013-03-05,8.31,0.005,0.41,0.05,10.84,0.05
IRL00169,2013-04-09,8.2,0.005,0.29,0.05,11.6,0.02
IRL00169,2013-05-15,8.31,0.005,0.26,0.05,10.86,0.026
IRL00169,2013-06-05,8.36,0.005,0.14,0.05,9.77,0.02
IRL00169,2013-07-17,8.06,0.006,0.26,0.05,9.97,0.076
IRL00169,2013-08-14,7.96,0.005,0.1,0.05,9.5,0.028
IRL00169,2013-09-25,8.08,0.005,0.1,0.13,8.98,0.043
IRL00169,2013-10-15,7.94,0.009,0.21,0.05,9.6,0.027
IRL00169,2013-11-13,7.87,0.005,0.56,0.05,9.69,0.044
IRL00169,2014-01-22,7.98,0.005,0.56,0.05,11.55,0.02
IRL00169,2014-02-18,8.1,0.005,0.49,0.05,11.7,0.02
IRL00169,2014-03-11,8.1,0.005,0.23,0.05,11.4,0.02
IRL00169,2014-04-15,7.84,0.005,0.28,0.05,10.51,0.03
IRL00169,2014-05-20,7.97,0.005,0.36,0.09,9.1,0.123
IRL00169,2014-06-24,8.16,0.005,0.12,0.05,9.5,0.02
IRL00169,2014-07-22,7.96,0.026,0.14,0.05,8.91,0.056
IRL00169,2014-08-27,7.95,0.005,0.115,0.05,8.18,0.029
IRL00169,2014-09-17,8.03,0.005,0.14,0.07,8.54,0.053
IRL00169,2014-10-07,7.83,0.006,0.33,0.05,9.14,0.029
IRL00169,2015-01-20,7.8,0.004,0.62,0.033,11.8,0.01
IRL00169,2015-02-11,7.98,0.005,0.66,0.05,11.41,0.027
IRL00169,2015-03-11,8.06,0.007,0.4,0.05,11.1,0.034
IRL00169,2015-04-15,8.05,0.005,0.38,0.05,9.9,0.02
IRL00169,2015-05-12,8.08,0.005,0.33,0.06,10.1,0.02
IRL00169,2015-06-10,8.17,0.005,0.19,0.05,10.1,0.02
IRL00169,2015-07-08,7.81,0.009,0.4,0.14,8.28,0.05
IRL00169,2015-09-23,7.84,0.005,0.27,0.05,8.59,0.02
IRL00169,2015-10-20,8.09,0.009,0.3,0.05,9.2,0.022
IRL00169,2015-11-18,8.05,0.002,0.5,0.05,9.63,0.026
IRL00169,2016-01-21,7.9,0.004,0.33,0.03,11.0,0.02
IRL00169,2016-02-09,7.8,0.004,0.36,0.034,11.3,0.028
IRL00169,2016-03-10,8.0,0.004,0.2,0.02,11.3,0.02
IRL00169,2016-04-07,8.0,0.004,0.23,0.024,11.3,0.02
IRL00169,2016-05-05,8.0,0.004,0.23,0.021,10.4,0.022
IRL00169,2016-06-22,7.8,0.004,0.2,0.024,9.0,0.027
IRL00169,2016-07-20,7.9,0.004,0.2,0.026,8.4,0.02
IRL00169,2016-08-25,7.9,0.004,0.26,0.043,8.9,0.024
IRL00169,2016-09-14,7.9,0.004,0.3,0.039,8.8,0.025
IRL00169,2016-10-27,7.9,0.004,0.26,0.013,9.9,0.047
IRL00169,2016-11-29,7.8,0.004,0.56,0.026,10.9,0.02
IRL00169,2016-12-08,7.9,0.004,0.59,0.022,11.0,0.025
IRL00169,2017-01-19,7.9,0.004,0.72,0.024,12.3,0.02
IRL00169,2017-02-09,7.9,0.004,0.829,0.039,12.4,0.02
IRL00169,2017-03-09,8.2,0.004,0.68,0.032,11.3,0.027
IRL00169,2017-04-06,8.1,0.004,0.32,0.021,12.6,0.021
IRL00169,2017-05-04,8.2,0.004,0.2,0.015,11.3,0.02
IRL00169,2017-06-08,8.1,0.02,0.2,0.032,10.3,0.02
IRL00169,2017-07-06,8.1,0.004,0.2,0.025,11.2,0.02
IRL00169,2017-08-23,7.8,0.004,0.22,0.049,9.2,0.036
IRL00169,2017-09-27,7.8,0.004,0.31,0.046,9.6,0.082
IRL00169,2017-10-19,7.8,0.004,0.47,0.045,9.8,0.047
IRL00169,2017-11-08,8.0,0.004,0.44,0.044,10.5,0.076
IRL00169,2017-11-27,7.8,0.004,0.7,0.042,11.2,0.034
IRL00169,2018-01-17,8.0,0.004005487164,0.45968923228,0.033,10.9,0.02001480624
IRL00169,2018-02-08,8.0,0.004005487164,0.33977030212,0.019,10.2,0.02001480624
IRL00169,2018-03-21,8.0,0.004005487164,0.32977705794,0.02,11.3,0.02001480624
IRL00169,2018-04-12,8.0,0.004005487164,0.28980408122,0.021,10.4,0.02001480624
IRL00169,2018-05-30,8.0,0.004005487164,0.1998648836,0.023,8.4,0.02001480624
IRL00169,2018-06-28,7.9,0.004786557161,0.1998648836,0.019,6.6,0.02001480624
IRL00169,2018-07-11,7.9,0.004005487164,0.1998648836,0.022,8.5,0.02001480624
IRL00169,2018-08-15,8.0,0.004005487164,0.1998648836,0.025,8.2,0.02001480624
IRL00169,2018-09-12,7.7,0.004005487164,0.2997973254,0.038,8.7,0.0250185078
IRL00169,2018-10-25,7.9,0.00450617306,0.5496284299,0.023,9.8,0.02001480624
IRL00169,2018-11-06,8.0,0.00450617306,0.55962167408,0.032,9.9,0.78057744336
IRL00169,2018-12-05,7.7,0.004005487164,1.1991893016,0.047,10.0,0.063046639656
IRL00169,2019-01-23,7.8,0.004005487164,0.9992792712,0.029,10.3,0.021015546552
IRL00169,2019-02-06,7.8,0.004005487164,1.19913512544,0.025,10.4,0.02001480624
IRL00169,2019-03-06,7.8,0.004005487164,0.819409002384,0.039,11.2,0.036026651232
IRL00169,2019-04-17,8.2,0.004005487164,0.609560355432,0.022,10.8,0.027019988424
IRL00169,2019-05-01,8.1,0.004005487164,0.489646842888,0.019,10.5,0.02001480624
IRL00169,2019-06-13,8.1,0.004005487164,0.259812610512,0.014,9.3,0.02001480624
IRL00169,2019-07-17,7.9,0.004005487164,0.19985585424,0.021,7.2,0.02001480624
IRL00169,2019-08-15,7.9,0.004005487164,0.19985585424,0.039,8.3,0.023017027176
IRL00169,2019-09-11,7.8,0.004005487164,0.19985585424,0.034,8.5,0.021015546552
IRL00169,2019-10-09,7.9,0.004005487164,0.279798195936,0.034,8.9,0.02001480624
IRL00169,2019-11-07,7.8,0.004005487164,0.4996396356,0.029,10.1,0.024017767488
IRL00169,2019-12-04,7.9,0.004005487164,0.579581977296,0.022,11.0,0.02001480624
IRL00169,2020-01-22,7.9,0.004005487164,0.64953152628,0.026,10.6,0.02001480624
IRL00169,2020-02-13,7.9,0.004005487164,0.609560355432,0.041,11.5,0.057042197784
IRL00169,2020-03-11,8.0,0.004005487164,0.29978378136,0.032,10.8,0.029021469048
IRL00169,2020-04-07,8.0,0.004005487164,0.229834232376,0.02,7.3,0.02001480624
IRL00169,2020-05-12,8.3,0.004005487164,0.269805403224,0.017,12.0,0.02001480624
IRL00169,2020-06-10,8.0,0.004005487164,0.19985585424,0.019,8.2,0.02001480624
IRL00169,2020-07-14,8.0,0.004005487164,0.19985585424,0.026,9.3,0.02001480624
IRL00169,2020-09-17,7.9,0.00426584383,0.19985585424,0.044,9.0,0.023017027176
IRL00169,2020-09-23,7.8,0.005848011259,0.689502697128,0.034,8.9,0.03002220936
IRL00169,2020-10-22,7.8,0.004015500882,0.44967567204,0.048,9.7,0.023017027176
IRL00169,2020-11-11,7.8,0.004005487164,0.379726123056,0.06,9.1,0.06004441872
IRL00169,2020-12-09,7.9,0.004005487164,0.519625221024,0.04,9.1,0.02001480624
IRL00169,2021-01-20,7.9,0.004005487164,0.54960359916,0.043,10.8,0.023017027176
IRL00169,2021-02-11,8.0,0.004005487164,0.429690086616,0.026,11.7,0.02001480624
IRL00169,2021-03-10,7.6,0.004005487164,0.409704501192,0.024,10.7,0.028020728736
IRL00169,2021-04-22,8.2,0.004005487164,0.269805403224,0.028,11.7,0.02001480624
IRL00169,2021-05-12,8.3,0.004005487164,0.19985585424,0.02,10.7,0.02001480624
IRL00169,2021-06-09,8.0,0.004005487164,0.19985585424,0.015,10.0,0.02001480624
IRL00169,2021-07-29,7.9,0.004255830112,0.19985585424,0.038,6.8,0.02001480624
IRL00169,2021-08-19,8.0,0.004005487164,0.19985585424,0.028,8.9,0.02001480624
IRL00169,2021-09-23,7.8,0.004005487164,0.19985585424,0.037,8.5,0.02001480624
IRL00169,2021-10-18,7.7,0.004005487164,0.34974774492,0.051,8.2,0.036026651232
IRL00169,2021-11-18,7.8,0.004426063316,0.489646842888,0.026,9.8,0.02001480624
IRL00169,2021-12-09,7.8,0.004005487164,0.819409002384,0.037,11.3,0.032023689984
IRL00172,2016-01-19,8.0,0.004,0.29,0.014,12.9,0.02
IRL00172,2016-02-08,7.8,0.004,0.31,0.028,11.5,0.023
IRL00172,2016-03-09,7.9,0.004,0.24,0.024,11.9,0.02
IRL00172,2016-04-11,8.0,0.004,0.2,0.016,11.9,0.02
IRL00172,2016-05-17,8.3,0.004,0.2,0.013,9.5,0.02
IRL00172,2016-06-23,8.1,0.004,0.2,0.012,9.5,0.025
IRL00172,2016-07-14,8.1,0.004,0.2,0.017,10.3,0.02
IRL00172,2016-08-23,8.0,0.004,0.2,0.029,9.1,0.02
IRL00172,2016-09-20,8.2,0.004,0.2,0.014,10.1,0.02
IRL00172,2016-10-18,8.1,0.004,0.2,0.036,9.6,0.021
IRL00172,2016-11-08,8.1,0.004,0.2,0.015,12.0,0.02
IRL00172,2016-12-06,8.1,0.004,0.39,0.013,12.4,0.02
IRL00172,2017-02-06,8.2,0.004,0.4,0.023,11.5,0.02
IRL00172,2017-03-08,8.0,0.004,0.65,0.025,11.9,0.02
IRL00172,2017-04-10,8.2,0.004,0.22,0.012,10.5,0.02
IRL00172,2017-05-17,8.3,0.004,0.2,0.01,9.9,0.032
IRL00172,2017-06-19,8.2,0.004,0.32,0.014,9.0,0.024
IRL00172,2017-07-12,8.3,0.004,0.2,0.011,11.6,0.021
IRL00172,2017-08-22,8.0,0.004,0.2,0.097,9.8,0.02
IRL00172,2017-09-25,8.1,0.004,0.2,0.021,9.4,0.034
IRL00172,2017-10-23,7.9,0.004,0.25,0.025,10.5,0.02
IRL00172,2017-11-06,8.2,0.004,0.37,0.017,11.6,0.02
IRL00172,2017-12-13,7.9,0.004,0.41,0.025,12.3,0.02
IRL00172,2018-01-18,7.7,0.004005487164,0.67954060424,0.035,12.2,0.027019988424
IRL00172,2018-03-15,8.2,0.004005487164,0.3997297672,0.018,12.5,0.02001480624
IRL00172,2018-04-30,8.2,0.004005487164,0.30979056958,0.016,10.4,0.02001480624
IRL00172,2018-05-16,8.3,0.004005487164,0.1998648836,0.01,10.6,0.02001480624
IRL00172,2018-07-05,8.3,0.004005487164,0.1998648836,0.015,10.5,0.024017767488
IRL00172,2018-07-12,8.2,0.004005487164,0.1998648836,0.01,10.5,0.028020728736
IRL00172,2018-08-30,8.1,0.004005487164,0.1998648836,0.016,9.8,0.02001480624
IRL00172,2018-09-13,8.2,0.004005487164,0.1998648836,0.02,10.2,0.02001480624
IRL00172,2018-10-16,8.0,0.004005487164,0.36975003466,0.018,10.0,0.02001480624
IRL00172,2018-11-08,8.0,0.004005487164,0.31978381376,0.03,11.0,0.029021469048
IRL00172,2018-12-04,7.8,0.004005487164,0.7994595344,0.037,12.0,0.02001480624
IRL00172,2019-01-15,8.1,0.004005487164,0.4996396356,0.026,11.5,0.02001480624
IRL00172,2019-02-18,8.1,0.004005487164,0.569589184584,0.01,10.6,0.02001480624
IRL00172,2019-03-13,7.9,0.004005487164,0.64953152628,0.02,10.3,0.02001480624
IRL00172,2019-04-30,8.1,0.004005487164,0.269805403224,0.012,10.2,0.02001480624
IRL00172,2019-05-07,8.3,0.004005487164,0.319769366784,0.011,10.4,0.02001480624
IRL00172,2019-06-10,8.2,0.004005487164,0.259812610512,0.022,9.6,0.02001480624
IRL00172,2019-07-08,8.6,0.004005487164,0.19985585424,0.01,9.1,0.02001480624
IRL00172,2019-08-19,7.8,0.004005487164,0.229834232376,0.053,9.2,0.02001480624
IRL00172,2019-09-02,7.8,0.004005487164,0.479654050176,0.052,9.4,0.02001480624
IRL00172,2019-10-15,7.7,0.004005487164,0.419697293904,0.058,10.0,0.022016286864
IRL00172,2019-11-11,8.0,0.004005487164,0.339754952208,0.015,10.2,0.02001480624
IRL00172,2020-01-22,8.0,0.004005487164,0.579581977296,0.019,11.1,0.023017027176
IRL00172,2020-02-17,7.8,0.004005487164,0.569589184584,0.038,14.1,0.02001480624
IRL00172,2020-04-07,8.2,0.004005487164,0.389718915768,0.013,11.2,0.02001480624
IRL00172,2020-05-27,8.1,0.004005487164,0.19985585424,0.01,9.1,0.02001480624
IRL00172,2020-06-11,8.1,0.004005487164,0.19985585424,0.014,10.7,0.021015546552
IRL00172,2020-07-28,8.1,0.004005487164,0.19985585424,0.031,9.0,0.02001480624
IRL00172,2020-08-27,7.8,0.004005487164,0.439682879328,0.064,9.3,0.02001480624
IRL00172,2020-09-07,8.2,0.004005487164,0.19985585424,0.013,9.7,0.02001480624
IRL00172,2020-10-13,8.0,0.004005487164,0.259812610512,0.029,9.2,0.02001480624
IRL00172,2020-11-09,7.9,0.004005487164,0.39971170848,0.026,10.1,0.02001480624
IRL00172,2020-12-01,8.0,0.004005487164,0.34974774492,0.022,11.3,0.02001480624
IRL00172,2021-01-19,7.9,0.004005487164,0.34974774492,0.02,11.2,0.03502591092
IRL00172,2021-03-04,8.1,0.004005487164,0.429690086616,0.021,9.2,0.02001480624
IRL00172,2021-04-29,8.4,0.004005487164,0.229834232376,0.012,10.2,0.02001480624
IRL00172,2021-05-11,8.2,0.004005487164,0.19985585424,0.024,10.5,0.02001480624
IRL00172,2021-06-23,8.4,0.004005487164,0.209848646952,0.026,9.9,0.02001480624
IRL00172,2021-07-07,7.9,0.004005487164,0.19985585424,0.057,9.6,0.026019248112
IRL00172,2021-08-19,8.2,0.004005487164,0.19985585424,0.016,9.4,0.0500370156
IRL00172,2021-09-02,8.4,0.004005487164,0.19985585424,0.01,10.4,0.02001480624
IRL00172,2021-10-20,7.9,0.004005487164,0.19985585424,0.022,10.6,0.02001480624
IRL00172,2021-11-08,8.0,0.004005487164,0.209848646952,0.015,10.8,0.02001480624
IRL00173,2013-01-15,8.24,0.002005792362,0.044947251144,0.008,12.2,0.034930790895
IRL00173,2013-02-19,8.29,0.003008688543,0.061927323798,0.01,12.8,0.020958474537
IRL00173,2013-03-25,8.18,0.002005792362,0.045946078947,0.01,12.8,0.01996045194
IRL00173,2013-04-23,8.39,0.001002896181,0.009988278032,0.011,11.8,0.023952542328
IRL00173,2013-05-21,8.36,0.001002896181,0.009988278032,0.01,10.8,0.026946610119
IRL00173,2013-06-19,8.32,0.001002896181,0.009988278032,0.01,10.1,0.023952542328
IRL00173,2013-07-30,8.42,0.001002896181,0.009988278032,0.012,9.3,0.02994067791
IRL00173,2013-08-21,8.07,0.001002896181,0.009988278032,0.011,9.0,0.01996045194
IRL00173,2013-09-12,8.15,0.001002896181,0.009988278032,0.012,9.6,0.01996045194
IRL00173,2013-10-14,8.17,0.001002896181,0.009988278032,0.011,9.5,0.01996045194
IRL00173,2013-11-22,8.23,0.001002896181,0.018977728261,0.01,11.4,0.031936723104
IRL00173,2013-12-16,8.18,0.001002896181,0.017978900458,0.008,11.5,0.045909039462
IRL00173,2014-04-15,8.36,0.001002896181,0.054935529176,0.008,11.6,0.01996045194
IRL00173,2014-06-16,8.42,0.001002896181,0.009988278032,0.013,10.9,0.01996045194
IRL00173,2014-07-22,8.44,0.001002896181,0.009988278032,0.009,10.2,0.025948587522
IRL00173,2014-09-24,8.12,0.001002896181,0.009988278032,0.012,9.4,0.01996045194
IRL00173,2015-04-15,8.44,0.00399999936,0.0099774428,0.011,11.7,0.0155298
IRL00173,2015-06-18,8.38,0.00399999936,0.0099774428,0.011,9.7,0.0155298
IRL00173,2015-07-22,8.16,0.00399999936,0.0099774428,0.012,9.4,0.0155298
IRL00173,2015-09-16,8.09,0.00399999936,0.0099774428,0.01,9.5,0.0155298
IRL00173,2016-01-20,8.0,0.011015089701,0.1998648836,0.01,12.2,0.0550065516
IRL00173,2016-02-11,8.2,0.007009602537,0.1998648836,0.01,12.2,0.02300273976
IRL00173,2016-03-21,8.2,0.004005487164,0.1998648836,0.01,13.2,0.0200023824
IRL00173,2016-04-25,7.8,0.004005487164,0.1998648836,0.01,11.6,0.0200023824
IRL00173,2016-06-02,8.4,0.004005487164,0.1998648836,0.01,10.7,0.02300273976
IRL00173,2016-06-20,8.3,0.004005487164,0.1998648836,0.011,9.6,0.0200023824
IRL00173,2016-07-12,8.3,0.004005487164,0.1998648836,0.013,9.7,0.0200023824
IRL00173,2016-08-18,8.2,0.004005487164,0.1998648836,0.013,9.8,0.02600309712
